Date,Mamba,BH_Value,Ensemble_Mamba
2018-12-11,11637.6730854464,8526.07677933889,14215.6635523083
2018-12-12,11770.092537214,8623.09088212034,14467.1305376078
2018-12-13,11814.7079443788,8621.56461104933,14469.6753136632
2018-12-14,12054.0054953578,8446.24869713984,14535.8558777342
2018-12-17,12339.6713898134,8236.96206986621,14766.1154632076
2018-12-18,12359.6052488969,8379.59213208795,14784.0390900365
2018-12-19,12545.6954181734,8315.74547435506,15006.6323105684
2018-12-20,12686.4182405719,8220.33790820475,15174.9590220858
2018-12-21,13069.3801019984,7960.69658987172,14460.0568924072
2018-12-24,13156.145620024,7907.85305373387,14364.0702497406
2018-12-26,14000.2917404967,8415.24964764338,13831.0358166857
2018-12-27,14067.7642664203,8455.805813224,14514.9368982742
2018-12-28,13984.6588197436,8405.8530626795,14429.1897751656
2018-12-31,14305.5883302004,8392.04003376545,14760.3206858671
2019-01-02,14931.9354181938,8470.10104821307,15406.5774958666
2019-01-03,14518.3857085618,8235.51606435533,14979.8822637084
2019-01-04,15263.0856220004,8657.94512936021,15748.2539855401
2019-01-07,15232.6468978193,8640.67884321765,15716.8477043155
2019-01-08,15366.4379444213,8716.57146211315,15854.8915727088
2019-01-09,15313.7707424218,8686.69613045862,15800.5502360789
2019-01-10,15273.8461106552,8664.04898821585,15759.3565183137
2019-01-11,15224.292991048,8548.72392158165,15708.2282515479
2019-01-14,15355.1458181385,8444.6427732229,15843.2405031189
2019-01-15,15033.8814114664,8725.72663768242,16370.590135989
2019-01-16,14976.181331269,8749.81917272187,16415.7908433736
2019-01-17,15108.2792748994,8826.99726600797,16560.5869142484
2019-01-18,15256.1835411725,8892.69064433822,16722.7087159464
2019-01-22,15167.261806598,8662.4424515847,17154.6840630587
2019-01-23,15317.4387169641,8708.86167934056,17067.5955965534
2019-01-24,15323.2040238299,8705.56895323232,17073.7731760017
2019-01-25,15076.9855119473,8846.19115102223,17032.2055623333
