Date,Mamba,BH_Value,Ensemble_Mamba
2018-12-31,11486.9334639338,9626.20951366979,12767.620912133
2019-01-02,11638.8131139592,9521.65217179161,12936.4337464617
2019-01-03,11668.635060316,9432.77906271254,12815.6877806671
2019-01-04,11432.1949101591,9626.20951366979,12855.9361348791
2019-01-07,11533.3746855986,9543.43486825517,12968.3965248381
2019-01-08,11514.2224388427,9634.92245930419,12947.7048501111
2019-01-09,11192.4735472973,9365.68798534188,12585.8992913157
2019-01-10,11107.0912821218,9423.19462308815,12489.887218004
2019-01-11,11168.2652176472,9424.06611707814,12558.6771051118
2019-01-14,11190.9810709269,9350.87591128789,12584.2210065994
2019-01-15,11335.6547995899,9496.38416412326,12746.9061334712
2019-01-16,11403.2591032965,9439.74902036697,12822.9269482192
2019-01-17,11538.1529580246,9516.424537362,12974.6146393672
2019-01-18,11627.9479799884,9590.48557238708,13075.588843016
2019-01-22,11611.0457763855,9576.54499232308,13044.7023068019
2019-01-23,11475.824117663,9647.99221013335,12947.2917599622
2019-01-24,11435.6022436098,9540.82105104036,12901.7483712186
2019-01-25,11419.9368757022,9527.7513002112,12884.0745635274
